SalesKey,ProductKey,CustomerKey,LocationKey,DateKey,Quantity,Net Price,Sales Amount
81,1666,15724,85,20080101,1,16.0455,16.0455
82,1666,16453,88,20080101,1,16.0455,16.0455
83,1666,16460,47,20080101,1,16.0455,16.0455
84,1666,16461,53,20080101,1,16.0455,16.0455
85,1666,16528,57,20080101,1,16.0455,16.0455
86,1666,16529,71,20080101,1,16.0455,16.0455
87,1666,16530,79,20080101,1,16.0455,16.0455
88,1666,16616,66,20080101,1,16.0455,16.0455
89,1666,16620,53,20080101,1,16.0455,16.0455
90,1666,16621,56,20080101,1,16.0455,16.0455
91,1666,16622,84,20080101,1,16.0455,16.0455
92,1666,16631,53,20080101,1,16.0455,16.0455
93,1666,16632,76,20080101,1,16.0455,16.0455
94,1666,16641,57,20080101,1,16.0455,16.0455
95,1666,16642,61,20080101,1,16.0455,16.0455
96,1666,16646,58,20080101,1,16.0455,16.0455
97,1666,16647,65,20080101,1,16.0455,16.0455
98,1666,16648,82,20080101,1,16.0455,16.0455
99,1666,16662,73,20080101,1,16.0455,16.0455
100,1666,16664,83,20080101,1,16.0455,16.0455
101,1666,16665,87,20080101,1,16.0455,16.0455
102,1666,17076,279,20080101,1,16.0455,16.0455
103,1666,17077,78,20080101,1,16.0455,16.0455
104,1666,17084,44,20080101,1,16.0455,16.0455
105,1666,17085,45,20080101,1,16.0455,16.0455
106,1666,17147,72,20080101,1,16.0455,16.0455
107,1666,17236,58,20080101,1,16.0455,16.0455
108,1666,17237,59,20080101,1,16.0455,16.0455
109,1666,17238,60,20080101,1,16.0455,16.0455
110,1666,17239,62,20080101,1,16.0455,16.0455
111,1666,17243,53,20080101,1,16.0455,16.0455
112,1666,17244,68,20080101,1,16.0455,16.0455
113,1666,17245,86,20080101,1,16.0455,16.0455
114,1666,17253,74,20080101,1,16.0455,16.0455
115,1666,17254,87,20080101,1,16.0455,16.0455
116,1666,17260,84,20080101,1,16.0455,16.0455
117,1666,17268,48,20080101,1,16.0455,16.0455
118,1666,17269,57,20080101,1,16.0455,16.0455
119,1666,17288,57,20080101,1,16.0455,16.0455
120,1666,17289,57,20080101,1,16.0455,16.0455
121,1666,17290,78,20080101,1,16.0455,16.0455
122,1666,18049,45,20080101,1,16.0455,16.0455
123,1666,18128,56,20080101,1,16.0455,16.0455
124,1666,18129,64,20080101,1,16.0455,16.0455
125,1666,18130,82,20080101,1,16.0455,16.0455
126,1666,18220,53,20080101,1,16.0455,16.0455
127,1666,18221,56,20080101,1,16.0455,16.0455
128,1666,18222,76,20080101,1,16.0455,16.0455
129,1666,18229,74,20080101,1,16.0455,16.0455
130,1666,18235,59,20080101,1,16.0455,16.0455
131,1666,18236,61,20080101,1,16.0455,16.0455
132,1666,18237,61,20080101,1,16.0455,16.0455
133,1666,18239,86,20080101,1,16.0455,16.0455
134,1666,18240,86,20080101,1,16.0455,16.0455
135,1666,18244,44,20080101,1,16.0455,16.0455
136,1666,18245,53,20080101,1,16.0455,16.0455
137,1666,18246,77,20080101,1,16.0455,16.0455
138,1666,18252,46,20080101,1,16.0455,16.0455
139,1666,18253,77,20080101,1,16.0455,16.0455
140,1666,18262,82,20080101,1,16.0455,16.0455
141,1666,18275,68,20080101,1,16.0455,16.0455
142,1666,18355,269,20080101,1,16.0455,16.0455
143,1666,82,57,20080101,1,16.0455,16.0455
144,1666,83,62,20080101,1,16.0455,16.0455
145,1666,84,69,20080101,1,16.0455,16.0455
146,1666,174,205,20080101,1,16.0455,16.0455
147,1666,175,71,20080101,1,16.0455,16.0455
148,1666,178,80,20080101,1,16.0455,16.0455
149,2145,18813,279,20080101,1,123.405,123.405
150,744,18813,279,20080101,1,37.905,37.905
151,2053,18813,279,20080101,1,94.9905,94.9905
152,2365,18813,279,20080101,1,379.9905,379.9905
153,1270,18813,279,20080101,1,6.6025,6.6025
154,1497,18813,279,20080101,1,253.65,253.65
155,1452,18813,279,20080101,1,278.35,278.35
156,2206,18813,279,20080101,1,604.1905,604.1905
157,1552,18813,279,20080101,1,378.1,378.1
158,956,18813,279,20080101,1,188.1,188.1
159,755,18813,279,20080101,1,24.225,24.225
160,2382,18813,279,20080101,1,104.4905,104.4905
161,1253,18813,279,20080101,1,18.9905,18.9905
162,1230,18813,279,20080101,1,1453.5,1453.5
163,1322,18813,279,20080101,1,31.3405,31.3405
164,929,18813,279,20080101,1,32.2905,32.2905
165,1261,18813,279,20080101,1,35.1405,35.1405
166,933,18813,279,20080101,1,52.25,52.25
167,2290,18813,279,20080101,1,113.9905,113.9905
168,2345,18813,279,20080101,1,218.4905,218.4905
169,1646,18813,279,20080101,1,151.9905,151.9905
170,1010,18813,279,20080101,1,177.555,177.555
171,300,18813,279,20080101,1,208.05,208.05
172,1186,18813,279,20080101,1,817.0,817.0
173,2173,18813,279,20080101,1,154.85,154.85
174,2104,18813,279,20080101,1,244.625,244.625
175,1553,18813,279,20080101,1,254.6,254.6
176,1628,18813,279,20080101,1,13.1955,13.1955
177,1164,18813,279,20080101,1,171.0,171.0
178,949,18813,279,20080101,1,254.6,254.6
179,186,18813,279,20080101,1,85.405,85.405
180,2235,18813,279,20080101,1,96.8905,96.8905
181,1593,18813,279,20080101,1,13.1955,13.1955
182,2493,18813,279,20080101,1,23.7405,23.7405
183,572,18824,212,20080101,1,180.5,180.5
184,592,18824,212,20080101,1,474.05,474.05
185,709,18840,128,20080101,1,110.2,110.2
186,683,18840,128,20080101,1,122.55,122.55
187,683,18841,53,20080101,1,122.55,122.55
188,736,18841,53,20080101,1,112.1,112.1
189,7,19036,160,20080101,1,20.4915,20.4915
190,7,19036,160,20080101,2,20.4915,40.983
191,683,18841,53,20080101,2,122.55,245.1
192,736,18841,53,20080101,2,112.1,224.2
193,709,18840,128,20080101,2,110.2,220.4
194,572,18824,212,20080101,2,180.5,361.0
195,2145,18813,279,20080101,2,123.405,246.81
196,2124,17164,206,20080101,2,422.75,845.5
197,1270,18813,279,20080101,2,6.6025,13.205
198,1763,4750,257,20080101,2,94.7625,189.525
199,1452,18813,279,20080101,2,278.35,556.7
200,2206,18813,279,20080101,2,604.1905,1208.381
201,1552,18813,279,20080101,2,378.1,756.2
202,1253,18813,279,20080101,2,18.9905,37.981
203,1230,18813,279,20080101,2,1453.5,2907.0
204,1322,18813,279,20080101,2,31.3405,62.681
205,1261,18813,279,20080101,2,35.1405,70.281
206,933,18813,279,20080101,2,52.25,104.5
207,1776,15268,70,20080101,2,40.85,81.7
208,2290,18813,279,20080101,2,113.9905,227.981
209,1010,18813,279,20080101,2,177.555,355.11
210,1186,18813,279,20080101,2,817.0,1634.0
211,2173,18813,279,20080101,2,154.85,309.7
212,2104,18813,279,20080101,2,244.625,489.25
213,1553,18813,279,20080101,2,254.6,509.2
214,1628,18813,279,20080101,2,13.1955,26.391
215,1666,14157,69,20080101,2,16.0455,32.091
216,1666,15059,60,20080101,2,16.0455,32.091
217,1666,15106,56,20080101,2,16.0455,32.091
218,949,18813,279,20080101,2,254.6,509.2
219,186,18813,279,20080101,2,85.405,170.81
220,2235,18813,279,20080101,2,96.8905,193.781
221,1666,18223,86,20080101,2,16.0455,32.091
222,1666,18254,81,20080101,2,16.0455,32.091
223,2493,18813,279,20080101,2,23.7405,47.481
224,2492,18813,279,20080101,2,23.7405,47.481
225,2492,18813,279,20080101,3,23.7405,71.2215
226,744,18813,279,20080101,3,37.905,113.715
227,2053,18813,279,20080101,3,94.9905,284.9715
228,2365,18813,279,20080101,3,379.9905,1139.9715
229,1497,18813,279,20080101,3,253.65,760.95
230,956,18813,279,20080101,3,188.1,564.3
231,2382,18813,279,20080101,3,104.4905,313.4715
232,1253,18813,279,20080101,3,18.9905,56.9715
233,1230,18813,279,20080101,3,1453.5,4360.5
234,929,18813,279,20080101,3,32.2905,96.8715
235,1776,15273,286,20080101,3,40.85,122.55
236,2345,18813,279,20080101,3,218.4905,655.4715
237,1646,18813,279,20080101,3,151.9905,455.9715
238,1010,18813,279,20080101,3,177.555,532.665
239,300,18813,279,20080101,3,208.05,624.15
240,197,17606,63,20080101,3,284.905,854.715
241,1628,18813,279,20080101,3,13.1955,39.5865
242,1666,14065,86,20080101,3,16.0455,48.1365
243,1666,14177,75,20080101,3,16.0455,48.1365
244,1666,14293,80,20080101,3,16.0455,48.1365
245,1164,18813,279,20080101,3,171.0,513.0
246,1666,16643,66,20080101,3,16.0455,48.1365
247,186,18813,279,20080101,3,85.405,256.215
248,2235,18813,279,20080101,3,96.8905,290.6715
249,1666,17259,81,20080101,3,16.0455,48.1365
250,1666,17270,63,20080101,3,16.0455,48.1365
251,1666,18046,72,20080101,3,16.0455,48.1365
252,2493,18813,279,20080101,3,23.7405,71.2215
253,592,18824,212,20080101,3,474.05,1422.15
254,683,18840,128,20080101,3,122.55,367.65
255,736,18841,53,20080101,3,112.1,336.3
256,2492,18813,279,20080101,4,23.7405,94.962
257,2493,18813,279,20080101,4,23.7405,94.962
258,2145,18813,279,20080101,4,123.405,493.62
259,744,18813,279,20080101,4,37.905,151.62
260,2053,18813,279,20080101,4,94.9905,379.962
261,2124,17159,45,20080101,4,422.75,1691.0
262,2365,18813,279,20080101,4,379.9905,1519.962
263,1270,18813,279,20080101,4,6.6025,26.41
264,1497,18813,279,20080101,4,253.65,1014.6
265,1452,18813,279,20080101,4,278.35,1113.4
266,2206,18813,279,20080101,4,604.1905,2416.762
267,1552,18813,279,20080101,4,378.1,1512.4
268,956,18813,279,20080101,4,188.1,752.4
269,755,18813,279,20080101,4,24.225,96.9
270,2382,18813,279,20080101,4,104.4905,417.962
271,1763,4780,257,20080101,4,94.7625,379.05
272,1322,18813,279,20080101,4,31.3405,125.362
273,929,18813,279,20080101,4,32.2905,129.162
274,1261,18813,279,20080101,4,35.1405,140.562
275,2290,18813,279,20080101,4,113.9905,455.962
276,2345,18813,279,20080101,4,218.4905,873.962
277,1646,18813,279,20080101,4,151.9905,607.962
278,300,18813,279,20080101,4,208.05,832.2
279,1186,18813,279,20080101,4,817.0,3268.0
280,2173,18813,279,20080101,4,154.85,619.4
281,2104,18813,279,20080101,4,244.625,978.5
282,1553,18813,279,20080101,4,254.6,1018.4
283,1666,14173,76,20080101,4,16.0455,64.182
284,1666,15098,81,20080101,4,16.0455,64.182
285,1666,15540,48,20080101,4,16.0455,64.182
286,1666,15690,45,20080101,4,16.0455,64.182
287,1666,16459,45,20080101,4,16.0455,64.182
288,1666,16617,68,20080101,4,16.0455,64.182
289,1666,16628,70,20080101,4,16.0455,64.182
290,1666,16663,47,20080101,4,16.0455,64.182
291,1666,17078,82,20080101,4,16.0455,64.182
292,192,5970,84,20080101,4,569.05,2276.2
293,1666,18238,67,20080101,4,16.0455,64.182
294,1666,18247,80,20080101,4,16.0455,64.182
295,1593,18813,279,20080101,4,13.1955,52.782
296,572,18824,212,20080101,4,180.5,722.0
297,709,18840,128,20080101,4,110.2,440.8
298,7,19036,160,20080101,4,20.4915,81.966
299,1728,11805,13,20080103,1,63.84,63.84
300,1728,11807,37,20080103,1,63.84,63.84
301,1728,11810,15,20080103,1,63.84,63.84
302,1728,11811,30,20080103,1,63.84,63.84
303,249,9846,37,20080103,1,159.2,159.2
304,249,9848,34,20080103,1,159.2,159.2
305,279,9855,15,20080103,1,239.2,239.2
306,1884,6112,12,20080103,1,1454.4,1454.4
307,1884,6114,18,20080103,1,1454.4,1454.4
308,1884,6195,32,20080103,1,1454.4,1454.4
309,1840,6199,13,20080103,1,1279.2,1279.2
310,1840,6200,12,20080103,1,1279.2,1279.2
311,1840,6201,36,20080103,1,1279.2,1279.2
312,1840,6202,15,20080103,1,1279.2,1279.2
313,1819,9057,12,20080103,1,25.6,25.6
314,1594,4668,30,20080103,1,7.992,7.992
315,1594,4673,30,20080103,1,7.992,7.992
316,1594,4681,29,20080103,1,7.992,7.992
317,379,9894,23,20080103,2,260.8,521.6
318,1884,6115,35,20080103,2,1454.4,2908.8
319,1819,9044,9,20080103,2,25.6,51.2
320,1840,6198,14,20080103,2,1279.2,2558.4
321,1728,11806,22,20080103,3,63.84,191.52
322,1728,11816,13,20080103,3,63.84,191.52
323,1594,4675,7,20080103,3,7.992,23.976
324,1689,12275,276,20080106,1,4.731,4.731
325,1689,12277,44,20080106,1,4.731,4.731
326,1689,12278,78,20080106,1,4.731,4.731
327,1689,12279,58,20080106,1,4.731,4.731
328,1689,12328,59,20080106,1,4.731,4.731
329,1689,12380,275,20080106,1,4.731,4.731
330,1689,12518,196,20080106,1,4.731,4.731
331,1689,12550,46,20080106,1,4.731,4.731
332,1689,12559,70,20080106,1,4.731,4.731
333,1689,12565,74,20080106,1,4.731,4.731
334,1689,12667,281,20080106,1,4.731,4.731
335,1689,12668,257,20080106,1,4.731,4.731
336,1689,12688,286,20080106,1,4.731,4.731
337,1689,12689,75,20080106,1,4.731,4.731
338,1689,12693,274,20080106,1,4.731,4.731
339,1689,12694,81,20080106,1,4.731,4.731
340,1689,12695,205,20080106,1,4.731,4.731
341,1689,12696,48,20080106,1,4.731,4.731
342,1689,12698,198,20080106,1,4.731,4.731
343,1689,12699,47,20080106,1,4.731,4.731
344,1689,12700,60,20080106,1,4.731,4.731
345,1689,12701,200,20080106,1,4.731,4.731
346,1689,12787,255,20080106,1,4.731,4.731
347,1689,12788,45,20080106,1,4.731,4.731
348,1689,12790,57,20080106,1,4.731,4.731
349,1689,12791,200,20080106,1,4.731,4.731
350,1689,12792,284,20080106,1,4.731,4.731
351,1689,12793,258,20080106,1,4.731,4.731
352,1689,12795,59,20080106,1,4.731,4.731
353,1757,4839,62,20080106,1,53.105,53.105
354,1757,4840,84,20080106,1,53.105,53.105
355,1757,5219,274,20080106,1,53.105,53.105
356,1757,5223,45,20080106,1,53.105,53.105
357,1757,5224,71,20080106,1,53.105,53.105
358,197,18328,257,20080106,1,284.905,284.905
359,197,18330,203,20080106,1,284.905,284.905
360,197,18335,284,20080106,1,284.905,284.905
361,1874,5083,255,20080106,1,1727.1,1727.1
362,1874,5085,199,20080106,1,1727.1,1727.1
363,1874,5088,45,20080106,1,1727.1,1727.1
364,1874,5089,196,20080106,1,1727.1,1727.1
365,1857,5846,87,20080106,1,2520.255,2520.255
366,1857,5853,48,20080106,1,2520.255,2520.255
367,1857,5854,56,20080106,1,2520.255,2520.255
368,1857,5855,88,20080106,1,2520.255,2520.255
369,1857,5862,67,20080106,1,2520.255,2520.255
370,1857,5863,73,20080106,1,2520.255,2520.255
371,1857,5866,58,20080106,1,2520.255,2520.255
372,1830,5073,196,20080106,1,1519.05,1519.05
373,1830,5075,273,20080106,1,1519.05,1519.05
374,1830,5076,284,20080106,1,1519.05,1519.05
375,1830,5077,286,20080106,1,1519.05,1519.05
376,1830,5078,47,20080106,1,1519.05,1519.05
377,1830,5080,83,20080106,1,1519.05,1519.05
378,1830,5081,70,20080106,1,1519.05,1519.05
379,1824,4261,53,20080106,1,30.4,30.4
380,1824,4277,61,20080106,1,30.4,30.4
381,1824,4278,70,20080106,1,30.4,30.4
382,1824,4279,79,20080106,1,30.4,30.4
383,1824,4425,46,20080106,1,30.4,30.4
384,1824,4520,196,20080106,1,30.4,30.4
385,1824,4814,78,20080106,1,30.4,30.4
386,1824,4820,273,20080106,1,30.4,30.4
387,1824,4821,265,20080106,1,30.4,30.4
388,1824,4825,56,20080106,1,30.4,30.4
389,1692,12796,58,20080106,1,6.6405,6.6405
390,1692,12797,78,20080106,1,6.6405,6.6405
391,1692,12798,70,20080106,1,6.6405,6.6405
392,1692,12801,66,20080106,1,6.6405,6.6405
393,1692,12802,204,20080106,1,6.6405,6.6405
394,1692,12803,204,20080106,1,6.6405,6.6405
395,1692,12806,199,20080106,1,6.6405,6.6405
396,1692,13238,267,20080106,1,6.6405,6.6405
397,1692,13276,77,20080106,1,6.6405,6.6405
398,1692,13448,44,20080106,1,6.6405,6.6405
399,1692,13449,267,20080106,1,6.6405,6.6405
400,1692,13450,75,20080106,1,6.6405,6.6405
401,1692,13452,276,20080106,1,6.6405,6.6405
402,1692,13491,257,20080106,1,6.6405,6.6405
403,1692,13493,67,20080106,1,6.6405,6.6405
404,1692,13619,53,20080106,1,6.6405,6.6405
405,1692,13620,61,20080106,1,6.6405,6.6405
406,1692,13621,62,20080106,1,6.6405,6.6405
407,1692,13649,64,20080106,1,6.6405,6.6405
408,1692,13652,271,20080106,1,6.6405,6.6405
409,1692,13653,261,20080106,1,6.6405,6.6405
410,1692,13738,273,20080106,1,6.6405,6.6405
411,1692,13741,255,20080106,1,6.6405,6.6405
412,1692,13742,284,20080106,1,6.6405,6.6405
413,1692,13744,279,20080106,1,6.6405,6.6405
414,1692,13746,77,20080106,1,6.6405,6.6405
415,1143,18813,279,20080106,1,311.6,311.6
416,2337,18813,279,20080106,1,218.4905,218.4905
417,413,18813,279,20080106,1,569.05,569.05
418,1230,18813,279,20080106,1,1453.5,1453.5
419,1195,18813,279,20080106,1,622.25,622.25
420,1170,18813,279,20080106,1,601.35,601.35
421,328,18813,279,20080106,1,246.05,246.05
422,1037,18813,279,20080106,1,179.075,179.075
423,899,18813,279,20080106,1,41.8,41.8
424,753,18813,279,20080106,1,10.925,10.925
425,2349,18813,279,20080106,1,436.9905,436.9905
426,854,18813,279,20080106,1,122.55,122.55
427,902,18813,279,20080106,1,41.8,41.8
428,1568,18813,279,20080106,1,266.0,266.0
429,743,18813,279,20080106,1,12.3025,12.3025
430,2040,18813,279,20080106,1,132.9905,132.9905
431,1268,18813,279,20080106,1,47.462,47.462
432,719,18841,53,20080106,1,216.6,216.6
433,122,18784,306,20080106,1,265.9905,265.9905
434,2505,18813,279,20080106,1,9.4905,9.4905
435,1143,18813,279,20080106,2,311.6,623.2
436,2337,18813,279,20080106,2,218.4905,436.981
437,413,18813,279,20080106,2,569.05,1138.1
438,1230,18813,279,20080106,2,1453.5,2907.0
439,1195,18813,279,20080106,2,622.25,1244.5
440,1689,12692,255,20080106,2,4.731,9.462
441,1689,12794,258,20080106,2,4.731,9.462
442,1692,12800,44,20080106,2,6.6405,13.281
443,1692,13500,85,20080106,2,6.6405,13.281
444,1692,13618,258,20080106,2,6.6405,13.281
445,1170,18813,279,20080106,2,601.35,1202.7
446,197,18336,276,20080106,2,284.905,569.81
447,328,18813,279,20080106,2,246.05,492.1
448,1037,18813,279,20080106,2,179.075,358.15
449,1830,5079,64,20080106,2,1519.05,3038.1
450,899,18813,279,20080106,2,41.8,83.6
451,753,18813,279,20080106,2,10.925,21.85
452,2349,18813,279,20080106,2,436.9905,873.981
453,854,18813,279,20080106,2,122.55,245.1
454,1874,5087,44,20080106,2,1727.1,3454.2
455,743,18813,279,20080106,2,12.3025,24.605
456,2040,18813,279,20080106,2,132.9905,265.981
457,1857,5861,46,20080106,2,2520.255,5040.51
458,1268,18813,279,20080106,2,47.462,94.924
459,2505,18813,279,20080106,2,9.4905,18.981
460,1824,4260,47,20080106,3,30.4,91.2
461,2337,18813,279,20080106,3,218.4905,655.4715
462,1824,4822,87,20080106,3,30.4,91.2
463,413,18813,279,20080106,3,569.05,1707.15
464,1230,18813,279,20080106,3,1453.5,4360.5
465,1689,12276,71,20080106,3,4.731,14.193
466,1689,12329,61,20080106,3,4.731,14.193
467,1689,12520,58,20080106,3,4.731,14.193
468,1689,12697,257,20080106,3,4.731,14.193
469,1692,12805,257,20080106,3,6.6405,19.9215
470,1692,13237,261,20080106,3,6.6405,19.9215
471,1692,13651,69,20080106,3,6.6405,19.9215
472,1692,13737,200,20080106,3,6.6405,19.9215
473,753,18813,279,20080106,3,10.925,32.775
474,2349,18813,279,20080106,3,436.9905,1310.9715
475,854,18813,279,20080106,3,122.55,367.65
476,1757,5016,68,20080106,3,53.105,159.315
477,1757,5222,258,20080106,3,53.105,159.315
478,902,18813,279,20080106,3,41.8,125.4
479,1568,18813,279,20080106,3,266.0,798.0
480,1857,5867,64,20080106,3,2520.255,7560.765
481,1268,18813,279,20080106,3,47.462,142.386
482,719,18841,53,20080106,3,216.6,649.8
483,2505,18813,279,20080106,3,9.4905,28.4715
484,1143,18813,279,20080106,4,311.6,1246.4
485,1824,4280,81,20080106,4,30.4,121.6
486,1195,18813,279,20080106,4,622.25,2489.0
487,1689,12281,202,20080106,4,4.731,18.924
488,1689,12789,47,20080106,4,4.731,18.924
489,1692,13451,277,20080106,4,6.6405,26.562
490,1692,13733,202,20080106,4,6.6405,26.562
491,1692,13743,61,20080106,4,6.6405,26.562
492,1170,18813,279,20080106,4,601.35,2405.4
493,197,18329,63,20080106,4,284.905,1139.62
494,328,18813,279,20080106,4,246.05,984.2
495,1830,5074,267,20080106,4,1519.05,6076.2
496,1874,5082,44,20080106,4,1727.1,6908.4
497,902,18813,279,20080106,4,41.8,167.2
498,1568,18813,279,20080106,4,266.0,1064.0
499,2040,18813,279,20080106,4,132.9905,531.962
500,719,18841,53,20080106,4,216.6,866.4
501,2505,18813,279,20080106,4,9.4905,37.962
502,1690,9329,80,20080107,1,16.1405,16.1405
503,1690,9330,87,20080107,1,16.1405,16.1405
504,1690,9336,56,20080107,1,16.1405,16.1405
505,1690,9337,57,20080107,1,16.1405,16.1405
506,1690,9338,66,20080107,1,16.1405,16.1405
507,1690,9339,67,20080107,1,16.1405,16.1405
508,1690,9341,73,20080107,1,16.1405,16.1405
509,1690,9345,46,20080107,1,16.1405,16.1405
510,1690,9346,46,20080107,1,16.1405,16.1405
511,1690,9347,80,20080107,1,16.1405,16.1405
512,1690,9348,82,20080107,1,16.1405,16.1405
513,1690,9361,65,20080107,1,16.1405,16.1405
514,1690,9365,87,20080107,1,16.1405,16.1405
515,1690,9367,64,20080107,1,16.1405,16.1405
516,1690,9368,67,20080107,1,16.1405,16.1405
517,1690,9462,82,20080107,1,16.1405,16.1405
518,1690,9476,53,20080107,1,16.1405,16.1405
519,1690,9477,82,20080107,1,16.1405,16.1405
520,1690,9478,82,20080107,1,16.1405,16.1405
521,1690,9636,284,20080107,1,16.1405,16.1405
522,1690,9637,74,20080107,1,16.1405,16.1405
523,1690,9645,73,20080107,1,16.1405,16.1405
524,1690,10272,76,20080107,1,16.1405,16.1405
525,1690,10288,53,20080107,1,16.1405,16.1405
526,1690,10289,77,20080107,1,16.1405,16.1405
527,1690,10294,57,20080107,1,16.1405,16.1405
528,1690,10295,78,20080107,1,16.1405,16.1405
529,1690,10301,62,20080107,1,16.1405,16.1405
530,1690,10317,79,20080107,1,16.1405,16.1405
531,1690,10325,46,20080107,1,16.1405,16.1405
532,1690,10327,78,20080107,1,16.1405,16.1405
533,1690,10328,86,20080107,1,16.1405,16.1405
534,1690,10420,58,20080107,1,16.1405,16.1405
535,1690,10434,57,20080107,1,16.1405,16.1405
536,1690,10435,82,20080107,1,16.1405,16.1405
537,1690,10436,84,20080107,1,16.1405,16.1405
538,950,1710,79,20080107,1,275.5,275.5
539,950,2017,284,20080107,1,275.5,275.5
540,950,2093,77,20080107,1,275.5,275.5
541,950,2177,45,20080107,1,275.5,275.5
542,950,2187,53,20080107,1,275.5,275.5
543,273,6624,83,20080107,1,322.05,322.05
544,273,6625,64,20080107,1,322.05,322.05
545,273,6660,258,20080107,1,322.05,322.05
546,273,6661,45,20080107,1,322.05,322.05
547,273,6662,71,20080107,1,322.05,322.05
548,1786,6343,262,20080107,1,40.85,40.85
549,1786,6370,69,20080107,1,40.85,40.85
550,1786,6486,267,20080107,1,40.85,40.85
551,1786,6487,200,20080107,1,40.85,40.85
552,1786,6488,271,20080107,1,40.85,40.85
553,1822,6499,78,20080107,1,30.4,30.4
554,1822,6519,258,20080107,1,30.4,30.4
555,1822,6557,196,20080107,1,30.4,30.4
556,1822,6659,83,20080107,1,30.4,30.4
557,1822,6664,48,20080107,1,30.4,30.4
