Date,DateKey,Year,Quarter,QuarterName,Month,MonthName,MonthShort,WeekOfYear,DayOfWeek,DayName,IsWeekend,YearMonth
2008-03-06,20080306,2008,1,Q1,3,March,Mar,10,4,Thursday,False,2008-03
2008-03-07,20080307,2008,1,Q1,3,March,Mar,10,5,Friday,False,2008-03
2008-03-08,20080308,2008,1,Q1,3,March,Mar,10,6,Saturday,True,2008-03
2008-03-09,20080309,2008,1,Q1,3,March,Mar,10,7,Sunday,True,2008-03
2008-03-10,20080310,2008,1,Q1,3,March,Mar,11,1,Monday,False,2008-03
2008-03-11,20080311,2008,1,Q1,3,March,Mar,11,2,Tuesday,False,2008-03
2008-03-12,20080312,2008,1,Q1,3,March,Mar,11,3,Wednesday,False,2008-03
2008-03-13,20080313,2008,1,Q1,3,March,Mar,11,4,Thursday,False,2008-03
2008-03-14,20080314,2008,1,Q1,3,March,Mar,11,5,Friday,False,2008-03
2008-03-15,20080315,2008,1,Q1,3,March,Mar,11,6,Saturday,True,2008-03
2008-03-16,20080316,2008,1,Q1,3,March,Mar,11,7,Sunday,True,2008-03
2008-03-17,20080317,2008,1,Q1,3,March,Mar,12,1,Monday,False,2008-03
2008-03-18,20080318,2008,1,Q1,3,March,Mar,12,2,Tuesday,False,2008-03
2008-03-19,20080319,2008,1,Q1,3,March,Mar,12,3,Wednesday,False,2008-03
2008-03-20,20080320,2008,1,Q1,3,March,Mar,12,4,Thursday,False,2008-03
2008-03-21,20080321,2008,1,Q1,3,March,Mar,12,5,Friday,False,2008-03
2008-03-22,20080322,2008,1,Q1,3,March,Mar,12,6,Saturday,True,2008-03
2008-03-23,20080323,2008,1,Q1,3,March,Mar,12,7,Sunday,True,2008-03
2008-03-24,20080324,2008,1,Q1,3,March,Mar,13,1,Monday,False,2008-03
2008-03-25,20080325,2008,1,Q1,3,March,Mar,13,2,Tuesday,False,2008-03
2008-03-26,20080326,2008,1,Q1,3,March,Mar,13,3,Wednesday,False,2008-03
2008-03-27,20080327,2008,1,Q1,3,March,Mar,13,4,Thursday,False,2008-03
2008-03-28,20080328,2008,1,Q1,3,March,Mar,13,5,Friday,False,2008-03
2008-03-29,20080329,2008,1,Q1,3,March,Mar,13,6,Saturday,True,2008-03
2008-03-30,20080330,2008,1,Q1,3,March,Mar,13,7,Sunday,True,2008-03
2008-03-31,20080331,2008,1,Q1,3,March,Mar,14,1,Monday,False,2008-03
2008-04-01,20080401,2008,2,Q2,4,April,Apr,14,2,Tuesday,False,2008-04
2008-04-02,20080402,2008,2,Q2,4,April,Apr,14,3,Wednesday,False,2008-04
2008-04-03,20080403,2008,2,Q2,4,April,Apr,14,4,Thursday,False,2008-04
2008-04-04,20080404,2008,2,Q2,4,April,Apr,14,5,Friday,False,2008-04
2008-04-05,20080405,2008,2,Q2,4,April,Apr,14,6,Saturday,True,2008-04
2008-04-06,20080406,2008,2,Q2,4,April,Apr,14,7,Sunday,True,2008-04
2008-04-07,20080407,2008,2,Q2,4,April,Apr,15,1,Monday,False,2008-04
2008-04-08,20080408,2008,2,Q2,4,April,Apr,15,2,Tuesday,False,2008-04
2008-04-09,20080409,2008,2,Q2,4,April,Apr,15,3,Wednesday,False,2008-04
2008-04-10,20080410,2008,2,Q2,4,April,Apr,15,4,Thursday,False,2008-04
2008-04-11,20080411,2008,2,Q2,4,April,Apr,15,5,Friday,False,2008-04
2008-04-12,20080412,2008,2,Q2,4,April,Apr,15,6,Saturday,True,2008-04
2008-04-13,20080413,2008,2,Q2,4,April,Apr,15,7,Sunday,True,2008-04
2008-04-14,20080414,2008,2,Q2,4,April,Apr,16,1,Monday,False,2008-04
2008-04-15,20080415,2008,2,Q2,4,April,Apr,16,2,Tuesday,False,2008-04
2008-04-16,20080416,2008,2,Q2,4,April,Apr,16,3,Wednesday,False,2008-04
2008-04-17,20080417,2008,2,Q2,4,April,Apr,16,4,Thursday,False,2008-04
2008-04-18,20080418,2008,2,Q2,4,April,Apr,16,5,Friday,False,2008-04
2008-04-19,20080419,2008,2,Q2,4,April,Apr,16,6,Saturday,True,2008-04
2008-04-20,20080420,2008,2,Q2,4,April,Apr,16,7,Sunday,True,2008-04
2008-04-21,20080421,2008,2,Q2,4,April,Apr,17,1,Monday,False,2008-04
2008-04-22,20080422,2008,2,Q2,4,April,Apr,17,2,Tuesday,False,2008-04
2008-04-23,20080423,2008,2,Q2,4,April,Apr,17,3,Wednesday,False,2008-04
2008-04-24,20080424,2008,2,Q2,4,April,Apr,17,4,Thursday,False,2008-04
2008-04-25,20080425,2008,2,Q2,4,April,Apr,17,5,Friday,False,2008-04
2008-04-26,20080426,2008,2,Q2,4,April,Apr,17,6,Saturday,True,2008-04
2008-04-27,20080427,2008,2,Q2,4,April,Apr,17,7,Sunday,True,2008-04
2008-04-28,20080428,2008,2,Q2,4,April,Apr,18,1,Monday,False,2008-04
2008-04-29,20080429,2008,2,Q2,4,April,Apr,18,2,Tuesday,False,2008-04
2008-04-30,20080430,2008,2,Q2,4,April,Apr,18,3,Wednesday,False,2008-04
2008-05-01,20080501,2008,2,Q2,5,May,May,18,4,Thursday,False,2008-05
2008-05-02,20080502,2008,2,Q2,5,May,May,18,5,Friday,False,2008-05
2008-05-03,20080503,2008,2,Q2,5,May,May,18,6,Saturday,True,2008-05
2008-05-04,20080504,2008,2,Q2,5,May,May,18,7,Sunday,True,2008-05
2008-05-05,20080505,2008,2,Q2,5,May,May,19,1,Monday,False,2008-05
2008-05-06,20080506,2008,2,Q2,5,May,May,19,2,Tuesday,False,2008-05
2008-05-07,20080507,2008,2,Q2,5,May,May,19,3,Wednesday,False,2008-05
2008-05-08,20080508,2008,2,Q2,5,May,May,19,4,Thursday,False,2008-05
2008-05-09,20080509,2008,2,Q2,5,May,May,19,5,Friday,False,2008-05
2008-05-10,20080510,2008,2,Q2,5,May,May,19,6,Saturday,True,2008-05
2008-05-11,20080511,2008,2,Q2,5,May,May,19,7,Sunday,True,2008-05
2008-05-12,20080512,2008,2,Q2,5,May,May,20,1,Monday,False,2008-05
2008-05-13,20080513,2008,2,Q2,5,May,May,20,2,Tuesday,False,2008-05
2008-05-14,20080514,2008,2,Q2,5,May,May,20,3,Wednesday,False,2008-05
2008-05-15,20080515,2008,2,Q2,5,May,May,20,4,Thursday,False,2008-05
2008-05-16,20080516,2008,2,Q2,5,May,May,20,5,Friday,False,2008-05
2008-05-17,20080517,2008,2,Q2,5,May,May,20,6,Saturday,True,2008-05
2008-05-18,20080518,2008,2,Q2,5,May,May,20,7,Sunday,True,2008-05
2008-05-19,20080519,2008,2,Q2,5,May,May,21,1,Monday,False,2008-05
2008-05-20,20080520,2008,2,Q2,5,May,May,21,2,Tuesday,False,2008-05
2008-05-21,20080521,2008,2,Q2,5,May,May,21,3,Wednesday,False,2008-05
2008-05-22,20080522,2008,2,Q2,5,May,May,21,4,Thursday,False,2008-05
2008-05-23,20080523,2008,2,Q2,5,May,May,21,5,Friday,False,2008-05
2008-05-24,20080524,2008,2,Q2,5,May,May,21,6,Saturday,True,2008-05
2008-05-25,20080525,2008,2,Q2,5,May,May,21,7,Sunday,True,2008-05
2008-05-26,20080526,2008,2,Q2,5,May,May,22,1,Monday,False,2008-05
2008-05-27,20080527,2008,2,Q2,5,May,May,22,2,Tuesday,False,2008-05
2008-05-28,20080528,2008,2,Q2,5,May,May,22,3,Wednesday,False,2008-05
2008-05-29,20080529,2008,2,Q2,5,May,May,22,4,Thursday,False,2008-05
2008-05-30,20080530,2008,2,Q2,5,May,May,22,5,Friday,False,2008-05
2008-05-31,20080531,2008,2,Q2,5,May,May,22,6,Saturday,True,2008-05
2008-06-01,20080601,2008,2,Q2,6,June,Jun,22,7,Sunday,True,2008-06
2008-06-02,20080602,2008,2,Q2,6,June,Jun,23,1,Monday,False,2008-06
2008-06-03,20080603,2008,2,Q2,6,June,Jun,23,2,Tuesday,False,2008-06
2008-06-04,20080604,2008,2,Q2,6,June,Jun,23,3,Wednesday,False,2008-06
2008-06-05,20080605,2008,2,Q2,6,June,Jun,23,4,Thursday,False,2008-06
2008-06-06,20080606,2008,2,Q2,6,June,Jun,23,5,Friday,False,2008-06
2008-06-07,20080607,2008,2,Q2,6,June,Jun,23,6,Saturday,True,2008-06
2008-06-08,20080608,2008,2,Q2,6,June,Jun,23,7,Sunday,True,2008-06
2008-06-09,20080609,2008,2,Q2,6,June,Jun,24,1,Monday,False,2008-06
2008-06-10,20080610,2008,2,Q2,6,June,Jun,24,2,Tuesday,False,2008-06
2008-06-11,20080611,2008,2,Q2,6,June,Jun,24,3,Wednesday,False,2008-06
2008-06-12,20080612,2008,2,Q2,6,June,Jun,24,4,Thursday,False,2008-06
2008-06-13,20080613,2008,2,Q2,6,June,Jun,24,5,Friday,False,2008-06
2008-06-14,20080614,2008,2,Q2,6,June,Jun,24,6,Saturday,True,2008-06
2008-06-15,20080615,2008,2,Q2,6,June,Jun,24,7,Sunday,True,2008-06
2008-06-16,20080616,2008,2,Q2,6,June,Jun,25,1,Monday,False,2008-06
2008-06-17,20080617,2008,2,Q2,6,June,Jun,25,2,Tuesday,False,2008-06
2008-06-18,20080618,2008,2,Q2,6,June,Jun,25,3,Wednesday,False,2008-06
2008-06-19,20080619,2008,2,Q2,6,June,Jun,25,4,Thursday,False,2008-06
2008-06-20,20080620,2008,2,Q2,6,June,Jun,25,5,Friday,False,2008-06
2008-06-21,20080621,2008,2,Q2,6,June,Jun,25,6,Saturday,True,2008-06
2008-06-22,20080622,2008,2,Q2,6,June,Jun,25,7,Sunday,True,2008-06
2008-06-23,20080623,2008,2,Q2,6,June,Jun,26,1,Monday,False,2008-06
2008-06-24,20080624,2008,2,Q2,6,June,Jun,26,2,Tuesday,False,2008-06
2008-06-25,20080625,2008,2,Q2,6,June,Jun,26,3,Wednesday,False,2008-06
2008-06-26,20080626,2008,2,Q2,6,June,Jun,26,4,Thursday,False,2008-06
2008-06-27,20080627,2008,2,Q2,6,June,Jun,26,5,Friday,False,2008-06
2008-06-28,20080628,2008,2,Q2,6,June,Jun,26,6,Saturday,True,2008-06
2008-06-29,20080629,2008,2,Q2,6,June,Jun,26,7,Sunday,True,2008-06
2008-06-30,20080630,2008,2,Q2,6,June,Jun,27,1,Monday,False,2008-06
2008-07-01,20080701,2008,3,Q3,7,July,Jul,27,2,Tuesday,False,2008-07
2008-07-02,20080702,2008,3,Q3,7,July,Jul,27,3,Wednesday,False,2008-07
2008-07-03,20080703,2008,3,Q3,7,July,Jul,27,4,Thursday,False,2008-07
2008-07-04,20080704,2008,3,Q3,7,July,Jul,27,5,Friday,False,2008-07
2008-07-05,20080705,2008,3,Q3,7,July,Jul,27,6,Saturday,True,2008-07
2008-07-06,20080706,2008,3,Q3,7,July,Jul,27,7,Sunday,True,2008-07
2008-07-07,20080707,2008,3,Q3,7,July,Jul,28,1,Monday,False,2008-07
2008-07-08,20080708,2008,3,Q3,7,July,Jul,28,2,Tuesday,False,2008-07
2008-07-09,20080709,2008,3,Q3,7,July,Jul,28,3,Wednesday,False,2008-07
2008-07-10,20080710,2008,3,Q3,7,July,Jul,28,4,Thursday,False,2008-07
2008-07-11,20080711,2008,3,Q3,7,July,Jul,28,5,Friday,False,2008-07
2008-07-12,20080712,2008,3,Q3,7,July,Jul,28,6,Saturday,True,2008-07
2008-07-13,20080713,2008,3,Q3,7,July,Jul,28,7,Sunday,True,2008-07
2008-07-14,20080714,2008,3,Q3,7,July,Jul,29,1,Monday,False,2008-07
2008-07-15,20080715,2008,3,Q3,7,July,Jul,29,2,Tuesday,False,2008-07
2008-07-16,20080716,2008,3,Q3,7,July,Jul,29,3,Wednesday,False,2008-07
2008-07-17,20080717,2008,3,Q3,7,July,Jul,29,4,Thursday,False,2008-07
2008-07-18,20080718,2008,3,Q3,7,July,Jul,29,5,Friday,False,2008-07
2008-07-19,20080719,2008,3,Q3,7,July,Jul,29,6,Saturday,True,2008-07
2008-07-20,20080720,2008,3,Q3,7,July,Jul,29,7,Sunday,True,2008-07
2008-07-21,20080721,2008,3,Q3,7,July,Jul,30,1,Monday,False,2008-07
2008-07-22,20080722,2008,3,Q3,7,July,Jul,30,2,Tuesday,False,2008-07
2008-07-23,20080723,2008,3,Q3,7,July,Jul,30,3,Wednesday,False,2008-07
2008-07-24,20080724,2008,3,Q3,7,July,Jul,30,4,Thursday,False,2008-07
2008-07-25,20080725,2008,3,Q3,7,July,Jul,30,5,Friday,False,2008-07
2008-07-26,20080726,2008,3,Q3,7,July,Jul,30,6,Saturday,True,2008-07
2008-07-27,20080727,2008,3,Q3,7,July,Jul,30,7,Sunday,True,2008-07
2008-07-28,20080728,2008,3,Q3,7,July,Jul,31,1,Monday,False,2008-07
2008-07-29,20080729,2008,3,Q3,7,July,Jul,31,2,Tuesday,False,2008-07
2008-07-30,20080730,2008,3,Q3,7,July,Jul,31,3,Wednesday,False,2008-07
2008-07-31,20080731,2008,3,Q3,7,July,Jul,31,4,Thursday,False,2008-07
2008-08-01,20080801,2008,3,Q3,8,August,Aug,31,5,Friday,False,2008-08
2008-08-02,20080802,2008,3,Q3,8,August,Aug,31,6,Saturday,True,2008-08
2008-08-03,20080803,2008,3,Q3,8,August,Aug,31,7,Sunday,True,2008-08
2008-08-04,20080804,2008,3,Q3,8,August,Aug,32,1,Monday,False,2008-08
2008-08-05,20080805,2008,3,Q3,8,August,Aug,32,2,Tuesday,False,2008-08
2008-08-06,20080806,2008,3,Q3,8,August,Aug,32,3,Wednesday,False,2008-08
2008-08-07,20080807,2008,3,Q3,8,August,Aug,32,4,Thursday,False,2008-08
2008-08-08,20080808,2008,3,Q3,8,August,Aug,32,5,Friday,False,2008-08
2008-08-09,20080809,2008,3,Q3,8,August,Aug,32,6,Saturday,True,2008-08
2008-08-10,20080810,2008,3,Q3,8,August,Aug,32,7,Sunday,True,2008-08
2008-08-11,20080811,2008,3,Q3,8,August,Aug,33,1,Monday,False,2008-08
2008-08-12,20080812,2008,3,Q3,8,August,Aug,33,2,Tuesday,False,2008-08
2008-08-13,20080813,2008,3,Q3,8,August,Aug,33,3,Wednesday,False,2008-08
2008-08-14,20080814,2008,3,Q3,8,August,Aug,33,4,Thursday,False,2008-08
2008-08-15,20080815,2008,3,Q3,8,August,Aug,33,5,Friday,False,2008-08
2008-08-16,20080816,2008,3,Q3,8,August,Aug,33,6,Saturday,True,2008-08
2008-08-17,20080817,2008,3,Q3,8,August,Aug,33,7,Sunday,True,2008-08
2008-08-18,20080818,2008,3,Q3,8,August,Aug,34,1,Monday,False,2008-08
2008-08-19,20080819,2008,3,Q3,8,August,Aug,34,2,Tuesday,False,2008-08
2008-08-20,20080820,2008,3,Q3,8,August,Aug,34,3,Wednesday,False,2008-08
2008-08-21,20080821,2008,3,Q3,8,August,Aug,34,4,Thursday,False,2008-08
2008-08-22,20080822,2008,3,Q3,8,August,Aug,34,5,Friday,False,2008-08
2008-08-23,20080823,2008,3,Q3,8,August,Aug,34,6,Saturday,True,2008-08
2008-08-24,20080824,2008,3,Q3,8,August,Aug,34,7,Sunday,True,2008-08
2008-08-25,20080825,2008,3,Q3,8,August,Aug,35,1,Monday,False,2008-08
2008-08-26,20080826,2008,3,Q3,8,August,Aug,35,2,Tuesday,False,2008-08
2008-08-27,20080827,2008,3,Q3,8,August,Aug,35,3,Wednesday,False,2008-08
2008-08-28,20080828,2008,3,Q3,8,August,Aug,35,4,Thursday,False,2008-08
2008-08-29,20080829,2008,3,Q3,8,August,Aug,35,5,Friday,False,2008-08
2008-08-30,20080830,2008,3,Q3,8,August,Aug,35,6,Saturday,True,2008-08
2008-08-31,20080831,2008,3,Q3,8,August,Aug,35,7,Sunday,True,2008-08
2008-09-01,20080901,2008,3,Q3,9,September,Sep,36,1,Monday,False,2008-09
2008-09-02,20080902,2008,3,Q3,9,September,Sep,36,2,Tuesday,False,2008-09
2008-09-03,20080903,2008,3,Q3,9,September,Sep,36,3,Wednesday,False,2008-09
2008-09-04,20080904,2008,3,Q3,9,September,Sep,36,4,Thursday,False,2008-09
2008-09-05,20080905,2008,3,Q3,9,September,Sep,36,5,Friday,False,2008-09
2008-09-06,20080906,2008,3,Q3,9,September,Sep,36,6,Saturday,True,2008-09
2008-09-07,20080907,2008,3,Q3,9,September,Sep,36,7,Sunday,True,2008-09
2008-09-08,20080908,2008,3,Q3,9,September,Sep,37,1,Monday,False,2008-09
2008-09-09,20080909,2008,3,Q3,9,September,Sep,37,2,Tuesday,False,2008-09
2008-09-10,20080910,2008,3,Q3,9,September,Sep,37,3,Wednesday,False,2008-09
2008-09-11,20080911,2008,3,Q3,9,September,Sep,37,4,Thursday,False,2008-09
2008-09-12,20080912,2008,3,Q3,9,September,Sep,37,5,Friday,False,2008-09
2008-09-13,20080913,2008,3,Q3,9,September,Sep,37,6,Saturday,True,2008-09
2008-09-14,20080914,2008,3,Q3,9,September,Sep,37,7,Sunday,True,2008-09
2008-09-15,20080915,2008,3,Q3,9,September,Sep,38,1,Monday,False,2008-09
2008-09-16,20080916,2008,3,Q3,9,September,Sep,38,2,Tuesday,False,2008-09
2008-09-17,20080917,2008,3,Q3,9,September,Sep,38,3,Wednesday,False,2008-09
2008-09-18,20080918,2008,3,Q3,9,September,Sep,38,4,Thursday,False,2008-09
2008-09-19,20080919,2008,3,Q3,9,September,Sep,38,5,Friday,False,2008-09
2008-09-20,20080920,2008,3,Q3,9,September,Sep,38,6,Saturday,True,2008-09
2008-09-21,20080921,2008,3,Q3,9,September,Sep,38,7,Sunday,True,2008-09
2008-09-22,20080922,2008,3,Q3,9,September,Sep,39,1,Monday,False,2008-09
2008-09-23,20080923,2008,3,Q3,9,September,Sep,39,2,Tuesday,False,2008-09
2008-09-24,20080924,2008,3,Q3,9,September,Sep,39,3,Wednesday,False,2008-09
2008-09-25,20080925,2008,3,Q3,9,September,Sep,39,4,Thursday,False,2008-09
2008-09-26,20080926,2008,3,Q3,9,September,Sep,39,5,Friday,False,2008-09
2008-09-27,20080927,2008,3,Q3,9,September,Sep,39,6,Saturday,True,2008-09
2008-09-28,20080928,2008,3,Q3,9,September,Sep,39,7,Sunday,True,2008-09
2008-09-29,20080929,2008,3,Q3,9,September,Sep,40,1,Monday,False,2008-09
2008-09-30,20080930,2008,3,Q3,9,September,Sep,40,2,Tuesday,False,2008-09
2008-10-01,20081001,2008,4,Q4,10,October,Oct,40,3,Wednesday,False,2008-10
2008-10-02,20081002,2008,4,Q4,10,October,Oct,40,4,Thursday,False,2008-10
2008-10-03,20081003,2008,4,Q4,10,October,Oct,40,5,Friday,False,2008-10
2008-10-04,20081004,2008,4,Q4,10,October,Oct,40,6,Saturday,True,2008-10
2008-10-05,20081005,2008,4,Q4,10,October,Oct,40,7,Sunday,True,2008-10
2008-10-06,20081006,2008,4,Q4,10,October,Oct,41,1,Monday,False,2008-10
2008-10-07,20081007,2008,4,Q4,10,October,Oct,41,2,Tuesday,False,2008-10
2008-10-08,20081008,2008,4,Q4,10,October,Oct,41,3,Wednesday,False,2008-10
2008-10-09,20081009,2008,4,Q4,10,October,Oct,41,4,Thursday,False,2008-10
2008-10-10,20081010,2008,4,Q4,10,October,Oct,41,5,Friday,False,2008-10
2008-10-11,20081011,2008,4,Q4,10,October,Oct,41,6,Saturday,True,2008-10
2008-10-12,20081012,2008,4,Q4,10,October,Oct,41,7,Sunday,True,2008-10
2008-10-13,20081013,2008,4,Q4,10,October,Oct,42,1,Monday,False,2008-10
2008-10-14,20081014,2008,4,Q4,10,October,Oct,42,2,Tuesday,False,2008-10
2008-10-15,20081015,2008,4,Q4,10,October,Oct,42,3,Wednesday,False,2008-10
2008-10-16,20081016,2008,4,Q4,10,October,Oct,42,4,Thursday,False,2008-10
2008-10-17,20081017,2008,4,Q4,10,October,Oct,42,5,Friday,False,2008-10
2008-10-18,20081018,2008,4,Q4,10,October,Oct,42,6,Saturday,True,2008-10
2008-10-19,20081019,2008,4,Q4,10,October,Oct,42,7,Sunday,True,2008-10
2008-10-20,20081020,2008,4,Q4,10,October,Oct,43,1,Monday,False,2008-10
2008-10-21,20081021,2008,4,Q4,10,October,Oct,43,2,Tuesday,False,2008-10
2008-10-22,20081022,2008,4,Q4,10,October,Oct,43,3,Wednesday,False,2008-10
2008-10-23,20081023,2008,4,Q4,10,October,Oct,43,4,Thursday,False,2008-10
2008-10-24,20081024,2008,4,Q4,10,October,Oct,43,5,Friday,False,2008-10
2008-10-25,20081025,2008,4,Q4,10,October,Oct,43,6,Saturday,True,2008-10
2008-10-26,20081026,2008,4,Q4,10,October,Oct,43,7,Sunday,True,2008-10
2008-10-27,20081027,2008,4,Q4,10,October,Oct,44,1,Monday,False,2008-10
2008-10-28,20081028,2008,4,Q4,10,October,Oct,44,2,Tuesday,False,2008-10
2008-10-29,20081029,2008,4,Q4,10,October,Oct,44,3,Wednesday,False,2008-10
2008-10-30,20081030,2008,4,Q4,10,October,Oct,44,4,Thursday,False,2008-10
2008-10-31,20081031,2008,4,Q4,10,October,Oct,44,5,Friday,False,2008-10
2008-11-01,20081101,2008,4,Q4,11,November,Nov,44,6,Saturday,True,2008-11
2008-11-02,20081102,2008,4,Q4,11,November,Nov,44,7,Sunday,True,2008-11
2008-11-03,20081103,2008,4,Q4,11,November,Nov,45,1,Monday,False,2008-11
2008-11-04,20081104,2008,4,Q4,11,November,Nov,45,2,Tuesday,False,2008-11
2008-11-05,20081105,2008,4,Q4,11,November,Nov,45,3,Wednesday,False,2008-11
2008-11-06,20081106,2008,4,Q4,11,November,Nov,45,4,Thursday,False,2008-11
2008-11-07,20081107,2008,4,Q4,11,November,Nov,45,5,Friday,False,2008-11
2008-11-08,20081108,2008,4,Q4,11,November,Nov,45,6,Saturday,True,2008-11
2008-11-09,20081109,2008,4,Q4,11,November,Nov,45,7,Sunday,True,2008-11
2008-11-10,20081110,2008,4,Q4,11,November,Nov,46,1,Monday,False,2008-11
2008-11-11,20081111,2008,4,Q4,11,November,Nov,46,2,Tuesday,False,2008-11
